gpu_energy,time,instruction_dataset_index,run,question_tokens,response_tokens,quantization,quantization_method,model,toech_memory_allocated
283.32299999997485,11.427578449249268,71.0,0.0,66.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
285.3730000000214,11.44190549850464,72.0,0.0,106.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
208.59900000004563,8.086326599121094,73.0,0.0,308.0,236.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
284.7979999999516,11.326481103897097,74.0,0.0,74.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
291.59499999997206,11.453566789627075,75.0,0.0,334.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
198.5590000000084,7.771628141403198,76.0,0.0,85.0,233.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
284.5579999999609,11.333738088607788,77.0,0.0,70.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
29.3990000000922,1.002835750579834,78.0,0.0,81.0,80.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
33.52500000002328,1.0980069637298584,79.0,0.0,143.0,82.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
123.28899999998976,4.66750431060791,80.0,0.0,224.0,162.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
115.42299999995156,4.477604389190674,81.0,0.0,172.0,158.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
294.4710000000196,11.462398767471312,82.0,0.0,318.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
287.6479999999283,11.417088985443115,83.0,0.0,155.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
282.32500000006985,11.327932834625244,84.0,0.0,67.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
166.44200000003912,6.442660331726074,85.0,0.0,69.0,202.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
285.72099999990314,11.403370380401611,86.0,0.0,86.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
